t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
1.3,0.239018,-0.127892,-2.35014,-0.040241,0.202118,-2.43086,0.847785,3.56936,0.0494766,0.983136,0.909746,2.35558,-1.331,-2.18377,-0.047415,-1.40843,-1.27662,-0.777134,-0.0873278,-3.78251,0.742148,-0.268394,-0.191701,-2.65386,0.524966,0.616208,1.88011,0.713444,0.51378,1.1315,-1.44777,-5.06919,-1.04313,-1.83322,-1.56536,-5.819,-0.0272372,-1.16653,0.989531,-0.0196526,-0.0344188,-0.598462,0.476335,-0.100764,0.0494766,0.550967,0.47435,1.21251,-1.40529,-5.57469,-0.237075,-1.7778,-1.5186,-5.39152,0.21623,1.63547,0.519504,0.344937,0.265463,1.21875,0.896829,2.65861,-0.272121,0.927175,1.01027,2.51283,-1.26986,-0.545943,-0.47415,-1.30973,-1.26517,-0.935331
1.32,0.214675,-2.2323,-2.86964,-0.0975055,0.143643,-3.24479,0.911943,3.31745,-1.92959,0.879584,0.947581,1.39,-1.36278,-0.980676,0.0948301,-1.41693,-1.28983,-0.739658,-0.150608,-2.98028,0.56898,-0.340266,-0.242839,-2.39644,0.545494,2.00752,1.60799,0.73351,0.540081,1.43981,-1.5516,-5.3462,-0.616396,-1.94048,-1.67645,-5.16086,-0.0422851,-0.569702,1.11322,-0.0371913,-0.0437085,-0.25646,0.477425,0.089137,1.41008,0.638639,0.503231,1.65018,-1.50513,-5.32396,-0.331905,-1.88782,-1.62231,-4.89389,0.248293,1.72461,0.346336,0.315228,0.2877,0.803649,0.940096,1.868,-2.07802,0.946818,1.04868,1.22004,-1.27639,-0.285104,-0.900886,-1.36233,-1.2817,-0.897035
1.34,0.148852,-3.85615,-1.08848,-0.0933742,0.0723264,-3.48203,0.953968,1.12003,-2.54804,0.862581,0.965346,0.358158,-1.37468,-0.28106,-1.13796,-1.40063,-1.30621,-1.00821,-0.207863,-2.62373,0.0247383,-0.358085,-0.287559,-1.99778,0.590608,2.3912,0.519504,0.702009,0.571372,1.52027,-1.64659,-5.77082,-0.663811,-1.97967,-1.7718,-4.44346,-0.0495518,-0.201527,0.470027,-0.0538032,-0.0446772,0.201479,0.49111,1.10452,1.97906,0.666879,0.540357,1.99346,-1.61315,-5.50392,0.047415,-1.92545,-1.71436,-4.31183,0.272758,0.825487,0.0247383,0.2683,0.297609,-0.015378,0.958384,0.437934,-0.667934,0.944387,1.05907,-0.204107,-1.28419,-0.768365,-1.61211,-1.37205,-1.30105,-1.14114
1.36,0.0788804,-3.56936,-0.0247383,-0.0728477,0.00436223,-2.7998,0.954362,-0.674341,-1.11322,0.864158,0.961907,-0.853851,-1.37837,-0.0545943,-0.806056,-1.48521,-1.33015,-1.55126,-0.256398,-2.5811,0.519504,-0.331429,-0.32275,-1.51807,0.63009,2.07728,-0.56898,0.683658,0.600892,1.22162,-1.73911,-4.48887,-0.521565,-2.00451,-1.85419,-3.82563,-0.0524281,-0.0581329,0.0494766,-0.0627555,-0.0356494,0.64486,0.52705,2.26718,0.742148,0.69157,0.58297,2.08821,-1.70719,-4.72342,0.616396,-1.90758,-1.79479,-3.6796,0.284354,0.503818,-0.742148,0.131161,0.287085,-1.36652,0.96126,-0.108515,-0.173168,0.856943,1.04052,-1.73748,-1.3026,-1.01707,-0.900886,-1.48661,-1.32735,-1.61833
1.38,0.0188098,-3.17018,1.26165,0.201053,-0.0396656,-1.27179,0.935741,-0.14727,-1.70694,0.619084,0.931192,-2.41654,-1.38782,-0.940236,-1.8966,-2.51908,-1.36826,-2.73517,-0.299028,-1.82537,1.11322,-0.189404,-0.348282,-1.06316,0.663153,1.29442,-0.841102,0.696998,0.620237,0.683901,-1.81739,-3.85193,-0.47415,-2.22235,-1.92482,-3.14431,-0.0529732,0.100764,-0.222645,-0.0548945,-0.0188828,0.997647,0.571467,2.29431,0.222645,0.808755,0.623885,1.90681,-1.78233,-3.18063,1.13796,-2.03659,-1.86154,-3.04579,0.278329,-1.00764,-2.02854,-0.313946,0.242948,-3.53219,0.948664,-0.775105,-1.08848,0.687197,0.989572,-3.57427,-1.3337,-2.09683,-1.8966,-2.36299,-1.36579,-2.66769
1.4,0.0185373,-2.52684,6.70407,0.149149,-0.0465093,0.732059,1.02824,6.34423,-15.6346,0.217306,0.865245,-4.10543,-1.54015,-14.9447,-10.858,-2.55501,-1.43956,-4.72851,-0.318769,0.0465063,2.44909,-0.365488,-0.365276,-0.623053,0.676566,0.403054,0.0247383,0.922181,0.628248,0.159632,-1.89561,-5.09345,-3.22422,-1.97698,-1.97996,-2.35035,-0.0663255,-1.71686,1.92959,0.353195,0.0042565,1.35439,0.609647,1.82537,2.3254,0.962672,0.659242,1.65195,-1.84157,-3.10581,-1.99143,-2.29206,-1.91662,-2.60056,0.227614,-0.321668,-11.058,-0.531947,0.145797,-6.31264,1.02678,6.18921,-13.4576,-0.0175206,0.897546,-5.65826,-1.47928,-14.0105,-9.05627,-2.52393,-1.43405,-4.58248
1.42,0.0355835,3.19343,-0.692672,-0.52841,-0.0103833,0.602375,1.0138,-6.44112,-9.87057,0.885621,0.766975,0.0746384,-1.84724,-14.6859,0.806056,-1.05889,-1.5574,-7.24961,-0.312472,0.492191,-1.60799,-0.331916,-0.373204,-0.223452,0.687799,1.13553,3.8097,0.589365,0.626622,-0.350043,-1.9694,-1.7915,2.13368,-1.83729,-2.01884,-1.71589,-0.0616325,2.11216,6.35774,0.122651,0.0352927,1.25992,0.664843,4.17394,1.88011,0.571658,0.689964,1.34767,-1.92179,-5.62322,-3.41388,-2.1241,-1.96556,-2.2894,0.103264,-9.60742,-3.24072,0.144622,-0.00955737,-4.67908,0.986966,-9.77795,-10.3901,0.737057,0.763241,-1.48257,-1.76562,-14.9952,-0.806056,-1.01177,-1.54908,-6.60968
1.44,0.0616222,-2.94152,-8.6584,-0.346152,-0.0224143,-0.61669,0.863287,-10.3787,10.6375,1.79186,0.868231,4.48721,-1.94708,6.24397,19.9143,-1.12267,-1.72955,-7.20074,-0.312593,-0.271287,-0.173168,-0.285034,-0.374214,-0.0490338,0.705481,2.09278,-4.72501,0.29695,0.614246,-0.718343,-1.96166,1.39721,2.13368,-2.22876,-2.04859,-1.25142,-0.00667876,3.57711,-0.692672,0.00601003,0.0546534,1.25345,0.712409,2.06953,-5.26925,0.841908,0.713149,1.26667,-2.02253,-3.24129,1.99143,-2.09116,-2.00819,-1.95625,-0.0470335,-6.39461,10.5385,0.345413,-0.041366,-1.83843,0.754071,-9.58417,9.00473,1.63461,0.838244,3.09374,-1.8659,6.13883,18.2074,-1.30782,-1.69844,-6.2911
1.46,0.0749746,1.19366,-9.69741,-1.16022,-0.0350509,-0.670246,0.926053,5.77453,12.196,1.19387,0.946463,3.40267,-1.97286,-8.05165,49.691,-1.45185,-1.84543,-4.74398,-0.318133,0.189901,0.445289,-0.656361,-0.375165,-0.050202,0.688707,-0.84874,-7.32253,0.852574,0.597889,-0.907306,-1.96599,-3.57694,-1.80177,-2.29858,-2.0689,-0.817829,0.0406147,-0.0697594,-0.56898,0.415435,0.0854307,1.78532,0.731726,-1.03864,3.38914,1.09647,0.74063,1.38764,-2.05812,-0.742079,0.0948301,-2.10479,-2.04381,-1.50479,-0.140076,-4.77852,14.9914,0.994705,-0.0830947,-2.13635,0.762639,1.85638,16.5746,1.81599,0.886991,1.99762,-1.82021,-10.6499,42.721,-0.617944,-1.80073,-4.25035
1.48,0.00654737,-0.887495,-23.6003,-0.415962,-0.0492242,-0.763469,0.99451,5.1622,-0.56898,0.879808,1.00434,2.4521,-2.07668,-6.34103,38.4536,-1.61592,-1.9193,-2.96472,-0.347442,-1.85638,-4.52711,-0.30443,-0.376222,-0.103834,0.714079,3.01903,-0.0494766,0.636675,0.577954,-1.04914,-2.07271,-4.9236,0.331905,-2.16166,-2.08131,-0.504166,0.0574188,2.17417,5.19504,0.22612,0.126066,2.18514,0.780019,3.11592,3.26545,0.86213,0.768654,1.36193,-2.07031,-0.624802,-0.0948301,-1.54324,-2.06839,-1.00264,-0.121547,-2.58497,26.4205,0.73621,-0.12682,-2.10403,0.836607,1.60447,18.8506,1.59316,0.918148,1.2799,-1.91291,-1.10806,50.8763,-1.37296,-1.86846,-2.77532
1.5,0.0555364,4.38709,-14.1503,-0.835491,-0.0655896,-0.87142,1.05927,2.84076,-6.92672,0.705523,1.04455,1.6515,-2.12859,-0.640978,22.3799,-1.66824,-1.96402,-1.77005,-0.35489,0.507694,0.470027,-0.23095,-0.379319,-0.217994,0.734487,1.11228,-3.11702,0.416083,0.555923,-1.13655,-2.12608,-1.29813,1.04313,-1.89251,-2.08906,-0.317317,0.115854,3.8639,-1.58325,0.524242,0.172836,2.36382,0.835638,1.57734,-1.08848,0.857259,0.795107,1.25201,-2.01201,6.52908,4.64667,-2.20984,-2.08392,-0.622988,-0.141893,2.57722,15.5851,0.18327,-0.167256,-1.86792,0.880237,2.91439,11.9733,1.17451,0.938187,0.836483,-1.99044,-2.35767,29.3025,-1.60079,-1.91174,-1.74533
1.52,0.0693732,-0.96113,-17.9847,-0.570271,-0.084081,-0.958438,1.11329,2.4067,-11.0828,0.283982,1.0704,1.02582,-2.14532,-1.47607,22.9489,-1.3698,-1.99011,-1.03748,-0.339873,0.662715,1.38534,-0.509531,-0.384942,-0.306631,0.704966,-3.36008,-2.39961,0.578214,0.532492,-1.1984,-2.11732,2.61244,3.31905,-2.23183,-2.094,-0.182378,0.176288,-0.0775105,7.94099,0.547436,0.220619,2.30361,0.871426,3.48797,-4.08182,0.77407,0.818735,1.08581,-2.00036,-5.28352,2.79749,-2.22226,-2.09331,-0.355977,-0.156911,-1.93776,8.88104,0.223474,-0.201537,-1.52827,0.897556,1.27117,4.47763,1.11505,0.951608,0.579797,-2.0178,-0.238597,17.1642,-1.78207,-1.93827,-1.04598
1.54,0.0662547,-0.740225,-12.4681,-0.619802,-0.103927,-0.999584,1.12634,0.263536,-18.0342,0.586758,1.08558,0.581771,-2.13655,1.72275,28.4964,-1.84337,-2.00552,-0.643399,-0.333151,-1.61609,-1.83063,-0.329102,-0.391584,-0.30054,0.642594,-2.5966,1.26165,0.480674,0.507987,-1.23798,-2.09409,-1.00494,-3.12939,-1.82387,-2.09636,-0.0491202,0.213318,2.41445,4.3292,0.384327,0.264981,2.0612,0.882357,-1.48045,-0.667934,0.897768,0.83854,0.87512,-2.07494,-3.20691,0.0948301,-2.11657,-2.09816,-0.14205,-0.183555,-1.40294,9.89531,0.0972401,-0.228387,-1.1483,0.919749,1.58121,2.44909,1.00302,0.961379,0.446863,-2.03087,-1.12828,12.4227,-1.76729,-1.95358,-0.583082
1.56,0.011634,-4.68551,-8.36154,-0.298876,-0.124064,-0.991198,1.14578,0.63171,-12.2702,0.662844,1.09367,0.303909,-2.13348,-0.661198,12.9917,-1.66739,-2.01584,-0.47884,-0.349864,-0.751852,1.18744,-0.552773,-0.396964,-0.199688,0.59306,-2.06178,-0.0247383,0.561645,0.482973,-1.23102,-2.08867,2.5356,5.12082,-2.24515,-2.09596,0.0764787,0.26373,2.09666,0.371074,0.384133,0.303067,1.71533,0.84675,-1.2983,2.3254,0.949943,0.85374,0.638755,-2.11483,-0.442821,0.663811,-2.0953,-2.09899,0.0588,-0.234573,-2.87176,9.99427,0.31289,-0.247469,-0.765369,0.943366,1.16653,0.173168,1.08765,0.969482,0.399974,-2.04366,-0.0202201,11.427,-1.6634,-1.96159,-0.287253
1.58,-0.0194307,0.48444,-6.30826,-0.558702,-0.143575,-0.946866,1.1482,-0.561951,-9.62319,0.837886,1.09774,0.162438,-2.10952,2.39811,13.5607,-1.93588,-2.02467,-0.454837,-0.364125,-1.48045,-2.20171,-0.238331,-0.399572,-0.0629574,0.561148,-0.627835,0.667934,0.473666,0.458746,-1.1423,-2.06996,-2.26263,-2.32334,-1.63178,-2.0933,0.157362,0.30188,1.24792,0.321598,0.425314,0.333594,1.33005,0.838666,0.538698,1.63273,0.918081,0.86409,0.411992,-2.11585,0.161761,0.47415,-2.09663,-2.09581,0.258178,-0.262821,-0.720847,12.8144,0.0991103,-0.259002,-0.402065,0.962592,0.375926,2.35014,1.06008,0.977378,0.418715,-2.0421,-0.0101101,15.7418,-1.74223,-1.96507,-0.108692
1.6,-0.0509799,-2.17417,-8.55945,-0.500894,-0.161939,-0.886897,1.15295,0.430183,-7.00093,0.844122,1.10017,0.121784,-2.10505,-0.782519,8.62954,-1.85573,-2.03404,-0.501925,-0.366063,0.162772,2.39961,-0.390463,-0.399482,0.0369467,0.54507,-1.17816,-0.222645,0.45435,0.437281,-0.954457,-2.04701,4.44034,7.39675,-1.95574,-2.08967,0.164485,0.325163,1.4727,0.544242,0.383445,0.356269,0.93656,0.852866,1.05027,0.346336,0.948284,0.870219,0.238699,-2.11173,0.262862,0.0948301,-2.05271,-2.08866,0.441837,-0.278808,0.286789,7.52044,0.197888,-0.263551,-0.072372,0.965287,0.410806,1.58325,1.09883,0.986231,0.488169,-2.04039,0.424623,11.6167,-1.68861,-1.96594,-0.00806451
1.62,-0.0546738,0.422432,-9.77162,-0.633729,-0.179051,-0.828312,1.15456,-0.40693,-5.98666,0.912855,1.10261,0.146672,-2.10328,0.843179,8.58212,-1.88816,-2.04475,-0.568098,-0.375994,-1.00764,0.667934,-0.344847,-0.398094,0.0591785,0.534201,0.875868,-2.59752,0.340986,0.420568,-0.686281,-2.01858,-1.01303,4.21994,-2.1077,-2.08672,0.100195,0.353745,1.06189,-0.470027,0.423171,0.371056,0.536865,0.871638,1.1239,0.420551,0.95445,0.873638,0.151682,-2.10459,0.493371,1.23279,-2.03344,-2.07813,0.57894,-0.266001,0.806109,8.88104,0.111202,-0.261896,0.216199,0.972917,0.178274,2.44909,1.14046,0.996905,0.590716,-2.02586,0.831047,12.565,-1.72119,-1.96539,0.049448
1.64,-0.0630304,-0.802233,-11.2312,-0.664544,-0.195071,-0.779281,1.15062,-0.267411,-4.67554,0.984029,1.10603,0.206041,-2.09529,-0.0950346,8.86661,-1.85271,-2.05676,-0.616926,-0.385773,-0.271287,0.964793,-0.400076,-0.397115,0.0171371,0.51997,-1.80599,-1.80589,0.470698,0.40983,-0.386951,-2.02668,-0.70366,-2.22851,-2.06115,-2.08566,-0.00331998,0.363494,-0.201527,1.58325,0.409121,0.377744,0.124408,0.888412,0.755727,0.643195,0.921911,0.876287,0.154777,-2.09096,0.893729,0.663811,-2.03424,-2.0655,0.643009,-0.258946,0.410806,7.32253,0.192944,-0.254904,0.461622,0.978094,0.40693,3.01807,1.16721,1.00986,0.704715,-2.01693,0.473151,11.2848,-1.65042,-1.96396,0.0944465
1.66,-0.0790472,-1.03476,-11.1322,-0.595422,-0.210222,-0.739153,1.14856,-0.395303,-3.06755,1.05869,1.11085,0.275436,-2.09333,0.0363962,10.1942,-1.90321,-2.06943,-0.625372,-0.380778,0.434059,-0.86584,-0.453872,-0.397408,-0.0293218,0.49375,-1.93001,1.50904,0.527783,0.40509,-0.114411,-2.03543,-0.171871,-0.806056,-2.09384,-2.08685,-0.103039,0.361223,-0.0232531,1.08848,0.3638,0.376033,-0.293877,0.899342,0.298415,0.173168,0.924434,0.879829,0.219926,-2.0739,0.790607,0.0948301,-2.02437,-2.05241,0.634205,-0.24959,-0.0581329,9.27686,0.220875,-0.243432,0.664929,0.989327,0.600706,3.14176,1.25728,1.02509,0.808412,-2.00919,0.0727924,14.8409,-1.54027,-1.96162,0.15001
1.68,-0.0953062,-1.39519,-9.10369,-0.561584,-0.224638,-0.702629,1.14853,-0.0193776,-1.83063,1.06315,1.11705,0.337636,-2.09541,-0.0647044,8.25022,-1.93195,-2.08177,-0.58043,-0.376509,0.108515,-1.78116,-0.41417,-0.398288,-0.00367314,0.474342,-0.383677,1.45956,0.514644,0.405253,0.0847302,-2.03907,-0.420579,-1.42245,-2.06734,-2.08978,-0.166339,0.357287,-0.492191,0.643195,0.355126,0.365988,-0.689458,0.900463,0.0775105,0.420551,0.920703,0.885084,0.30268,-2.06328,0.746123,0.0948301,-2.01356,-2.04014,0.584775,-0.247683,0.445685,9.35107,0.177251,-0.228306,0.826045,1.00973,0.945628,4.30446,1.26454,1.0422,0.88504,-2.0046,0.139519,19.4402,-1.54784,-1.95796,0.2285
1.7,-0.114442,-1.20916,-8.1389,-0.599814,-0.238327,-0.664781,1.14635,0.073635,-1.78116,1.13419,1.12436,0.381193,-2.10475,-0.679396,8.77178,-1.90965,-2.09264,-0.474322,-0.373057,0.240282,-1.11322,-0.40407,-0.397555,0.151437,0.475553,0.310042,0.56898,0.489082,0.408479,0.184181,-2.04346,0,-1.09055,-2.07266,-2.0935,-0.18127,0.345631,-0.616208,0.890578,0.313584,0.348454,-1.02086,0.900281,-0.0155021,0.371074,0.934493,0.891936,0.366768,-2.05014,0.596494,0.28449,-2.00816,-2.02902,0.54158,-0.241657,0.635586,8.0152,0.255765,-0.21039,0.940365,1.02866,0.899122,3.95813,1.28429,1.06049,0.926086,-2.00501,-0.00202201,19.0134,-1.48193,-1.95248,0.331268
1.72,-0.138603,-1.03864,-8.63366,-0.622813,-0.251229,-0.62322,1.15047,0.0658839,-0.470027,1.18296,1.1323,0.396937,-2.12009,-0.950346,10.7632,-1.88078,-2.10075,-0.298786,-0.367122,0.302291,-1.11322,-0.367698,-0.39223,0.447506,0.480155,0.0697594,0.14843,0.501235,0.41262,0.180566,-2.04357,-0.0121321,-1.28021,-2.01842,-2.09703,-0.151324,0.328705,-0.968881,0.667934,0.305835,0.325154,-1.24805,0.900675,0.0503818,0.544242,0.940048,0.899754,0.401978,-2.04063,0.491349,0.28449,-2.0173,-2.01847,0.538576,-0.223067,1.11615,8.78209,0.245417,-0.190692,0.999368,1.04861,1.01926,3.98286,1.25047,1.07924,0.931433,-2.00363,-0.00808805,21.5738,-1.47159,-1.94471,0.452375
1.74,-0.155316,-0.817736,-8.95526,-0.62993,-0.263256,-0.575417,1.15604,0.465063,0.0494766,1.12996,1.14023,0.373304,-2.13513,-0.800717,12.3753,-1.87215,-2.1046,-0.0392556,-0.35816,0.523196,-0.791625,-0.287341,-0.379655,0.841147,0.482426,0.263536,0.14843,0.494137,0.415702,0.100125,-2.04115,0.335654,0.142245,-1.89115,-2.09956,-0.0809729,0.307874,-0.992134,1.06375,0.291103,0.298532,-1.33881,0.903036,0.236407,0.519504,0.928854,0.908015,0.424445,-2.03175,0.236575,0.142245,-2.01713,-2.00748,0.580123,-0.202781,1.21691,8.03994,0.200565,-0.170415,0.996419,1.06605,1.03864,2.8449,1.11514,1.09775,0.90563,-1.99833,0.529767,20.8152,-1.55798,-1.93438,0.586545
1.76,-0.170183,-0.70147,-8.88104,-0.657189,-0.274245,-0.512554,1.1604,0.18215,-0.841102,1.15299,1.14723,0.29147,-2.15227,-0.721858,13.2762,-1.79577,-2.10232,0.330591,-0.344535,0.0852615,1.1627,-0.229755,-0.358584,1.243,0.486544,0.217029,0,0.46039,0.416625,0.0112638,-2.02832,0.659176,4.59926,-1.89479,-2.10027,0.0353992,0.287346,-1.03089,1.08848,0.264205,0.271602,-1.26378,0.908092,0.14727,0.222645,0.944291,0.916732,0.461586,-2.03036,-0.0121321,0.616396,-2.00266,-1.99527,0.645182,-0.177166,1.60447,6.18457,0.163534,-0.150835,0.934922,1.07852,0.693719,0.14843,1.08784,1.11546,0.849476,-1.99265,0.414513,16.9746,-1.57981,-1.92125,0.741288
1.78,-0.177389,0.124017,-10.0932,-0.744873,-0.283758,-0.414599,1.17133,0.368175,-0.692672,1.01661,1.15189,0.121713,-2.16187,-0.28106,15.7418,-1.66995,-2.09137,0.853068,-0.362006,-0.775105,3.38914,-0.138876,-0.329935,1.53952,0.512401,1.48433,-2.44909,0.280237,0.416152,0.029397,-2.02455,0.428667,4.31477,-2.0533,-2.09814,0.211066,0.270784,-0.837113,0.692672,0.242164,0.247981,-0.992252,0.913512,0.286789,0.272121,0.961061,0.926479,0.535706,-2.02934,0.145585,0.711226,-1.95784,-1.98167,0.701958,-0.149099,1.67423,4.92292,0.125117,-0.133018,0.832957,1.08976,0.651088,-0.667934,1.09433,1.13173,0.746682,-1.98066,0.998874,14.4142,-1.66071,-1.90473,0.951967
1.8,-0.182929,-0.600706,-11.0828,-0.738485,-0.290829,-0.252463,1.17451,0.32942,-3.63653,0.933681,1.1521,-0.177434,-2.16141,0.133453,20.4359,-1.4327,-2.0682,1.58774,-0.358584,1.05414,3.29019,-0.204195,-0.297003,1.62146,0.516034,-1.23629,-3.53757,0.555245,0.417801,0.294027,-2.02215,-0.515613,-0.142245,-2.02964,-2.09183,0.451297,0.246623,-1.59284,1.60799,0.289262,0.231912,-0.505362,0.920506,0.267411,0.519504,1.00886,0.93816,0.659834,-2.01932,0.97461,0.47415,-1.9557,-1.96719,0.713846,-0.124695,0.833238,4.47763,0.21103,-0.117517,0.719143,1.10429,0.980508,-1.11322,0.998847,1.14533,0.548917,-1.96935,0.450909,11.6641,-1.53017,-1.88317,1.29553
1.82,-0.193981,-0.375926,-11.058,-0.706295,-0.293857,-0.000823289,1.17572,-0.189901,-4.92292,0.837332,1.14479,-0.655356,-2.13965,1.70253,26.6947,-1.26759,-2.02786,2.60596,-0.320949,2.98028,-0.445289,-0.158772,-0.265076,1.41376,0.496112,-0.825487,2.07802,0.64681,0.427913,0.911029,-2.02504,0.0181981,-0.237075,-1.72545,-2.08009,0.736094,0.221069,-1.06577,2.5233,0.366577,0.227767,0.171704,0.92529,0.271287,1.41008,1.04636,0.952872,0.843832,-2.00224,1.01505,0.142245,-1.97884,-1.95312,0.635642,-0.113614,-0.14727,7.07515,0.119958,-0.104252,0.619308,1.12022,0.910748,-3.43862,0.82421,1.15369,0.167984,-1.948,1.09997,15.4099,-1.4271,-1.85291,1.89441
1.84,-0.211118,-0.786731,-9.62319,-0.501747,-0.290862,0.339678,1.17206,-0.32942,-6.67934,0.486799,1.12588,-1.35888,-2.11178,2.75802,30.156,-1.07003,-1.96396,3.97456,-0.271506,1.2828,0.940055,-0.0259969,-0.240453,0.90099,0.49814,0.623959,2.49857,0.868327,0.454242,1.87824,-2.00725,1.84205,8.29763,-1.18138,-2.06239,1.01358,0.209957,0.201527,2.96859,0.344472,0.23878,0.940103,0.93731,0.837113,1.41008,1.01291,0.971914,1.0905,-1.98901,0.543921,-0.663811,-1.96324,-1.94176,0.432619,-0.121335,-0.387552,5.34347,0.0226965,-0.0927444,0.540391,1.13318,0.5542,-7.02567,0.673138,1.15205,-0.511464,-1.9264,1.78341,17.0694,-1.48483,-1.80739,2.90019
1.86,-0.200127,1.1084,-7.34727,-0.632511,-0.28027,0.71806,1.15114,-0.705345,-13.235,0.029822,1.09044,-2.31283,-2.06513,3.215,34.6604,-0.83371,-1.86888,5.72287,-0.287826,-0.786731,6.25879,-0.0246942,-0.229037,0.138018,0.529841,0,7.27306,1.05793,0.503043,3.02578,-1.94896,5.45135,20.6255,-1.31146,-2.03955,1.19975,0.224823,1.56184,0.890578,0.328359,0.265371,1.62765,0.956627,1.06189,0.123691,1.05308,0.996492,1.36503,-1.98352,0.200179,0.331905,-1.93279,-1.93581,0.155452,-0.122303,1.13553,1.88011,0.195212,-0.0826368,0.460618,1.13033,-0.124017,-9.42529,0.788806,1.13323,-1.58682,-1.89648,2.37789,11.9486,-1.37586,-1.7369,4.44677
1.88,-0.188167,0.643337,-10.019,-0.377084,-0.26214,1.02062,1.12189,-1.48433,-21.0275,0.320594,1.03337,-3.47926,-1.98616,5.88001,34.7078,-0.531969,-1.73504,7.77432,-0.275775,2.05403,3.04281,-0.586589,-0.234932,-0.755578,0.546948,0.852615,9.79636,0.992745,0.575273,3.99608,-1.87563,3.50415,15.7892,-2.58615,-2.0144,1.17127,0.245745,0.279038,1.50904,0.585966,0.303886,2.01749,0.978791,0.968881,0.470027,1.12773,1.02651,1.5681,-1.97689,0.636934,0.47415,-1.95293,-1.93554,0.0120312,-0.0951445,0.786731,5.24452,0.210537,-0.0743197,0.334032,1.13036,-0.162772,-6.90198,0.548704,1.08858,-3.04663,-1.84494,2.83082,13.8452,-0.961209,-1.62952,6.54688
1.9,-0.172241,0.89137,-5.09609,-0.65367,-0.239445,1.10152,1.08483,-3.12755,-12.7897,0.554354,0.951268,-4.63795,-1.84707,7.95662,38.501,-0.689836,-1.55791,9.76389,-0.2752,-0.0310042,-6.40722,-0.392342,-0.25926,-1.54617,0.569595,4.59637,3.90865,0.88944,0.662886,4.36196,-1.89228,-7.52189,-11.8063,-2.14772,-1.9927,0.833392,0.25834,1.39906,5.41768,0.547591,0.34607,1.91678,0.994868,0.732474,1.90485,1.19941,1.05922,1.60601,-1.96724,0.349808,-0.047415,-2.06331,-1.93533,0.206146,-0.0951142,-0.860366,7.29779,0.246927,-0.0692756,0.133979,1.11873,-1.14716,-10.6375,0.326503,1.01136,-4.57316,-1.75802,5.12176,22.9015,-0.700177,-1.47502,8.81429
1.92,-0.192437,-0.922375,-8.83157,-0.164196,-0.218079,1.12702,1.03593,-3.04616,-6.75355,0.325299,0.847853,-4.90491,-1.72499,6.63625,29.8715,-0.758763,-1.34449,9.65061,-0.292397,-1.1239,-0.989531,-0.354137,-0.296779,-1.76967,0.655311,4.57699,0.321598,0.936731,0.749752,4.06075,-2.04189,-5.25319,4.97858,-1.99551,-1.98106,0.40769,0.289799,1.97264,3.43862,0.402229,0.380557,1.32828,1.01488,1.19754,2.44909,1.07795,1.09076,1.46521,-1.96678,-0.707704,-2.41817,-1.99453,-1.9273,0.558668,-0.102078,-0.073635,7.34727,0.154955,-0.0689605,-0.0160936,1.08119,-3.1353,-12.3197,0.530063,0.905652,-5.18188,-1.65847,6.90113,25.0351,-0.889439,-1.27695,8.58027
1.94,-0.159797,1.52308,-1.45956,-0.0122087,-0.194364,1.32857,0.947671,-4.17781,-8.85631,0.580422,0.755072,-3.72874,-1.58715,8.40146,17.2117,-1.00975,-1.17188,5.92547,-0.299816,-0.360424,-0.692672,-0.323929,-0.330047,-1.38544,0.732761,3.81352,0.445289,0.925581,0.825316,3.02825,-2.0724,0.594472,1.46987,-1.87778,-1.97639,0.198591,0.316806,1.02701,0.692672,0.264651,0.399202,0.315125,1.03762,0.871993,-0.0494766,1.14972,1.11782,1.19678,-1.98185,-0.376094,0.142245,-1.91691,-1.91298,0.966814,-0.0920865,1.27505,3.95813,-0.0478877,-0.0699193,0.242396,0.999894,-4.65063,-4.74975,0.70777,0.804089,-4.50382,-1.52219,7.49964,11.0951,-1.3017,-1.13181,4.42135
